TrialNumber,Delay,Immed,Time,ITI,ran,order,rt,resp,sub,session,Age,sex,decision_onset,resp_onset,decision_offset
1,25,11,5,6,1,0,3.86124,2,6,1,20,1,2.01727,5.87851,6.89608
2,30,11,11,4,1,1,5.96886,1,6,1,20,1,12.9302,18.899,19.9218
3,30,12,38,4,1,2,3.48793,1,6,1,20,1,23.9463,27.4343,28.4549
4,35,12,76,6,1,3,2.83828,1,6,1,20,1,32.4822,35.3205,36.3328
5,25,16,113,5,1,4,1.951,1,6,1,20,1,42.3555,44.3065,45.3338
6,25,16,70,6,1,5,2.22161,1,6,1,20,1,50.354,52.5756,53.6031
7,30,18,67,4,1,6,2.72168,1,6,1,20,1,59.6233,62.345,63.3685
8,25,19,20,4,1,7,3.60537,1,6,1,20,1,67.3923,70.9977,72.0107
9,30,21,171,4,1,8,2.8003,1,6,1,20,1,76.033,78.8333,79.8574
10,35,25,4,5,1,9,2.38793,2,6,1,20,1,83.8804,86.2683,87.2829
11,35,30,3,4,1,10,2.01775,2,6,1,20,1,92.3035,94.3212,95.3479
12,35,32,59,4,1,11,3.57197,1,6,1,20,1,99.3684,102.94,103.959
13,35,30,42,5,1,12,1.58507,1,6,1,20,1,107.991,109.576,110.589
14,30,15,158,6,1,13,1.47163,1,6,1,20,1,115.606,117.078,118.098
15,35,31,129,4,1,14,1.52151,1,6,1,20,1,124.126,125.647,126.662
16,35,13,27,4,1,15,2.95524,1,6,1,20,1,130.678,133.633,134.649
17,25,17,9,4,1,16,4.17155,1,6,1,20,1,138.663,142.835,143.853
