Sub,Session,Race,Sex,Age,Immed,Delay,Time,response,rt,resp_final
106,1,1,1,34,11,25,5,2,1.971,1
106,1,1,1,34,11,30,11,2,1.342,1
106,1,1,1,34,12,30,38,1,1.509,1
106,1,1,1,34,12,35,76,2,1.227,1
106,1,1,1,34,16,25,113,2,2.058,0
106,1,1,1,34,16,25,70,2,3.207,0
106,1,1,1,34,18,30,67,2,2.509,0
106,1,1,1,34,19,25,20,1,2.294,0
106,1,1,1,34,21,30,171,1,2.009,0
106,1,1,1,34,25,35,4,2,1.925,1
106,1,1,1,34,30,35,3,2,2.159,1
106,1,1,1,34,32,35,59,2,2.077,0
106,1,1,1,34,30,35,42,2,1.643,0
106,1,1,1,34,15,30,158,1,2.643,0
106,1,1,1,34,31,35,129,2,2.026,0
106,1,1,1,34,13,35,27,1,3.241,1
106,1,1,1,34,17,25,9,2,1.794,1
