Sub,Session,Race,Sex,Age,Immed,Delay,Time,response,rt,resp_final
110,1,1,1,21,11,25,5,2,2.258,1
110,1,1,1,21,11,30,11,NaN,NaN,NaN
110,1,1,1,21,12,30,38,1,1.346,1
110,1,1,1,21,12,35,76,2,2.137,1
110,1,1,1,21,16,25,113,1,0.909,1
110,1,1,1,21,16,25,70,1,1.711,1
110,1,1,1,21,18,30,67,1,2.617,1
110,1,1,1,21,19,25,20,2,1.873,1
110,1,1,1,21,21,30,171,2,3.261,1
110,1,1,1,21,25,35,4,NaN,NaN,NaN
110,1,1,1,21,30,35,3,2,2.069,1
110,1,1,1,21,32,35,59,1,2.872,1
110,1,1,1,21,30,35,42,1,0.913,1
110,1,1,1,21,15,30,158,2,0.453,1
110,1,1,1,21,31,35,129,1,1.142,1
110,1,1,1,21,13,35,27,1,1.086,1
110,1,1,1,21,17,25,9,NaN,NaN,NaN
