Sub,Session,Race,Sex,Age,Immed,Delay,Time,response,rt,resp_final
102,0,1,1,34,11,25,5,2,2.595,1
102,0,1,1,34,11,30,11,2,2.167,1
102,0,1,1,34,12,30,38,1,1.671,1
102,0,1,1,34,12,35,76,1,2.013,0
102,0,1,1,34,16,25,113,2,2.251,0
102,0,1,1,34,16,25,70,2,2.381,0
102,0,1,1,34,18,30,67,2,1.938,0
102,0,1,1,34,19,25,20,1,1.812,0
102,0,1,1,34,21,30,171,1,1.352,0
102,0,1,1,34,25,35,4,1,1.109,0
102,0,1,1,34,30,35,3,1,1.238,0
102,0,1,1,34,32,35,59,2,1.398,0
102,0,1,1,34,30,35,42,2,1.054,0
102,0,1,1,34,15,30,158,1,1.344,0
102,0,1,1,34,31,35,129,2,1.04,0
102,0,1,1,34,13,35,27,2,3.643,0
102,0,1,1,34,17,25,9,1,2.318,0
