Sub,Session,Race,Sex,Age,Immed,Delay,Time,response,rt,resp_final
105,0,1,1,30,11,25,5,2,3.023,1
105,0,1,1,30,11,30,11,1,4.067,0
105,0,1,1,30,12,30,38,2,4.587,0
105,0,1,1,30,12,35,76,2,3.407,1
105,0,1,1,30,16,25,113,2,4.817,0
105,0,1,1,30,16,25,70,,,
105,0,1,1,30,18,30,67,2,3.287,0
105,0,1,1,30,19,25,20,1,1.827,0
105,0,1,1,30,21,30,171,2,3.064,1
105,0,1,1,30,25,35,4,2,2.851,1
105,0,1,1,30,30,35,3,2,2.485,1
105,0,1,1,30,32,35,59,2,2.891,0
105,0,1,1,30,30,35,42,1,2.716,1
105,0,1,1,30,15,30,158,2,3.036,1
105,0,1,1,30,31,35,129,1,2.835,1
105,0,1,1,30,13,35,27,2,3.331,0
105,0,1,1,30,17,25,9,,,NaN
