TrialNumber,Delay,Immed,Time,ITI,ran,order,rt,resp,sub,session,Age,sex,decision_onset,resp_onset,decision_offset
1,25,11,5,6,1,0,1.80651,2,7,2,21,1,2.01695,3.82346,4.83592
2,30,11,11,4,1,1,2.00091,2,7,2,21,1,10.8585,12.8594,13.8837
3,30,12,38,4,1,2,2.5213,2,7,2,21,1,17.9066,20.4279,21.4496
4,35,12,76,6,1,3,2.20501,1,7,2,21,1,25.4755,27.6805,28.7055
5,25,16,113,5,1,4,1.92152,1,7,2,21,1,34.7282,36.6498,37.6753
6,25,16,70,6,1,5,2.05121,1,7,2,21,1,42.701,44.7522,45.7716
7,30,18,67,4,1,6,2.88848,1,7,2,21,1,51.7999,54.6884,55.7106
8,25,19,20,4,1,7,1.3714,2,7,2,21,1,59.7356,61.107,62.1221
9,30,21,171,4,1,8,1.20398,1,7,2,21,1,66.1382,67.3422,68.362
10,35,25,4,5,1,9,1.75482,2,7,2,21,1,72.3893,74.1441,75.1635
11,35,30,3,4,1,10,1.63443,2,7,2,21,1,80.1953,81.8297,82.8541
12,35,32,59,4,1,11,1.67143,1,7,2,21,1,86.877,88.5484,89.564
13,35,30,42,5,1,12,1.30593,1,7,2,21,1,93.5777,94.8836,95.8975
14,30,15,158,6,1,13,1.77134,1,7,2,21,1,100.915,102.686,103.713
15,35,31,129,4,1,14,1.86747,1,7,2,21,1,109.738,111.605,112.62
16,35,13,27,4,1,15,2.90513,2,7,2,21,1,116.636,119.541,120.563
17,25,17,9,4,1,16,1.95491,2,7,2,21,1,124.588,126.543,127.567
