TrialNumber,Delay,Immed,Time,ITI,ran,order,rt,resp,sub,session,Age,sex,decision_onset,resp_onset,decision_offset
1,25,11,5,6,1,0,3.41509,2,14,2,26,1,2.01804,5.43313,6.45828
2,30,11,11,4,1,1,3.75083,2,14,2,26,1,12.485,16.2358,17.2552
3,30,12,38,4,1,2,1.82137,1,14,2,26,1,21.2836,23.1049,24.1191
4,35,12,76,6,1,3,6.75581,1,14,2,26,1,28.1355,34.8913,35.9125
5,25,16,113,5,1,4,3.66794,1,14,2,26,1,41.9431,45.611,46.6314
6,25,16,70,6,1,5,2.13791,2,14,2,26,1,51.6588,53.7968,54.8213
7,30,18,67,4,1,6,1.67101,1,14,2,26,1,60.845,62.516,63.5425
8,25,19,20,4,1,7,1.08783,2,14,2,26,1,67.5637,68.6515,69.6732
9,30,21,171,4,1,8,1.60381,1,14,2,26,1,73.6997,75.3035,76.3196
10,35,25,4,5,1,9,2.18766,2,14,2,26,1,80.3341,82.5218,83.5423
11,35,30,3,4,1,10,2.48394,2,14,2,26,1,88.5736,91.0576,92.0753
12,35,32,59,4,1,11,1.58812,1,14,2,26,1,96.1052,97.6933,98.7052
13,35,30,42,5,1,12,1.90488,1,14,2,26,1,102.724,104.629,105.648
14,30,15,158,6,1,13,3.27193,1,14,2,26,1,110.676,113.948,114.961
15,35,31,129,4,1,14,1.45097,1,14,2,26,1,120.983,122.434,123.447
16,35,13,27,4,1,15,2.13784,2,14,2,26,1,127.464,129.602,130.623
17,25,17,9,4,1,16,1.67112,2,14,2,26,1,134.65,136.321,137.349
