TrialNumber,Delay,Immed,Time,ITI,ran,order,rt,resp,sub,session,Age,sex,decision_onset,resp_onset,decision_offset
1,25,11,5,6,1,0,11.7143,2,12,1,24,0,2.01699,13.7313,14.7573
2,30,11,11,4,1,1,4.95223,2,12,1,24,0,20.783,25.7353,26.7535
3,30,12,38,4,1,2,3.98827,2,12,1,24,0,30.7825,34.7708,35.7858
4,35,12,76,6,1,3,4.70227,2,12,1,24,0,39.8053,44.5075,45.52
5,25,16,113,5,1,4,6.78934,2,12,1,24,0,51.5388,58.3282,59.3414
6,25,16,70,6,1,5,3.80142,2,12,1,24,0,64.363,68.1644,69.1848
7,30,18,67,4,1,6,3.32186,2,12,1,24,0,75.2122,78.534,79.5586
8,25,19,20,4,1,7,3.35526,2,12,1,24,0,83.5813,86.9366,87.9512
9,30,21,171,4,1,8,14.5709,2,12,1,24,0,91.9715,106.542,107.56
10,35,25,4,5,1,9,3.12201,2,12,1,24,0,111.59,114.712,115.736
11,35,30,3,4,1,10,2.55138,2,12,1,24,0,120.763,123.314,124.332
12,35,32,59,4,1,11,5.53923,2,12,1,24,0,128.361,133.9,134.924
13,35,30,42,5,1,12,2.37116,2,12,1,24,0,138.948,141.319,142.334
14,30,15,158,6,1,13,4.25537,2,12,1,24,0,147.35,151.606,152.63
15,35,31,129,4,1,14,4.57223,1,12,1,24,0,158.653,163.226,164.252
16,35,13,27,4,1,15,2.77148,2,12,1,24,0,168.273,171.045,172.067
17,25,17,9,4,1,16,2.28823,2,12,1,24,0,176.092,178.38,179.399
