TrialNumber,Delay,Immed,Time,ITI,ran,order,rt,resp,sub,session,Age,sex,decision_onset,resp_onset,decision_offset
1,25,11,5,6,1,0,1.98636,2,3,2,19,1,2.00149,3.98785,5.00749
2,30,11,11,4,1,1,2.00043,2,3,2,19,1,11.0396,13.04,14.0553
3,30,12,38,4,1,2,2.73792,1,3,2,19,1,18.0711,20.809,21.824
4,35,12,76,6,1,3,1.73791,1,3,2,19,1,25.8402,27.5781,28.5963
5,25,16,113,5,1,4,1.58803,1,3,2,19,1,34.6259,36.2139,37.2385
6,25,16,70,6,1,5,1.46742,1,3,2,19,1,42.265,43.7324,44.7576
7,30,18,67,4,1,6,1.40378,1,3,2,19,1,50.7811,52.1849,53.2126
8,25,19,20,4,1,7,3.13827,1,3,2,19,1,57.2328,60.371,61.3889
9,30,21,171,4,1,8,1.67047,1,3,2,19,1,65.4192,67.0897,68.1124
10,35,25,4,5,1,9,1.97151,2,3,2,19,1,72.1369,74.1084,75.1322
11,35,30,3,4,1,10,1.83437,2,3,2,19,1,80.1597,81.9941,83.0101
12,35,32,59,4,1,11,1.83798,1,3,2,19,1,87.0248,88.8628,89.876
13,35,30,42,5,1,12,2.70506,1,3,2,19,1,93.8933,96.5984,97.6135
14,30,15,158,6,1,13,1.35034,1,3,2,19,1,102.634,103.984,105.008
15,35,31,129,4,1,14,1.75466,1,3,2,19,1,111.032,112.786,113.806
16,35,13,27,4,1,15,2.43825,2,3,2,19,1,117.834,120.272,121.296
17,25,17,9,4,1,16,1.87097,2,3,2,19,1,125.319,127.19,128.207
